,name,orcid,link,title,date,journal
127,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.5709/acp-0278-y,Becoming Aware of One's Own Biases in Emerging Adulthood - A Longitudinal Study. Metacognitive Approach,2019,Advances in Cognitive Psychology
128,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.34768/dma.vi20.22,Czy studenci uczą się przewidywania swoich ocen semestralnych? Rola błędu 'przeszacowanej pewności' w trafności szacowania własnych osiągnięć edukacyjnych,2019,Dyskursy Młodych Andragogów
129,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Czy studenci uczą się przewidywania swoich ocen semestralnych? Rola błędu 'przeszacowanej pewnósci' w trafnósci szacowania własnych osiągnięć edukacyjnych,2019,Dyskursy Młodych Andragogów
130,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Development of the cancer-patient social support questionnaire: reliability and validity,2019,Psychiatria
131,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Development of the cancer-patient social support questionnaire: Reliability and validity,2019,Psychiatria
132,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Opracowanie oraz analiza trafnosci i rzetelnosci Kwestionariusza Wsparcia Społecznego Pacjent-Opiekun,2019,Psychiatria
133,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.3389/feduc.2019.00117,Metacognitive Self and Motivation to Seek Diagnostic Information About the Self: A Longitudinal Study,2019-10,Frontiers in Education
134,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.1371/journal.pone.0220606,The accuracy of lung auscultation in the practice of physicians and medical students,2019-08,PLOS ONE
135,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.14254/2071-789x.2019/12-1/12,The metacognitive self: The role of motivation and an updated measurement tool,2019-03,Economics & Sociology
136,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.18148/srm/2018.v12i2.7224,How to Abbreviate Questionnaires and Avoid the Sins?,2018,Survey Research Methods
137,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Mentalne wzorce relacyjne jako predyktory statusu związku studiujących kobiet,2018,Studia Edukacyjne
138,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.14746/se.2018.47.15,Mentalne wzorce relacyjne jako predyktory statusu związku studiujących kobiet,2018,Studia edukacyjne
139,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.5114/cipp.2018.80199,Patterns of intentional faking in questionnaire-based study of psychopathy,2018,Current Issues in Personality Psychology
140,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.5114/cipp.2018.80201,Verbal fluency and emotional expression in young women differing in their styles of coping with threatening stimuli,2018,Current Issues in Personality Psychology
141,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.18559/soep.2018.3.5,Założenia koncepcyjne oraz cechy psychometryczne kwestionariusza do badania funkcjonalnego aspektu metakompetencji negocjacyjnych (TMOK),2018,Studia Oeconomica Posnaniensia
142,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Założenia koncepcyjne oraz cechy psychometryczne kwestionariusza do badania funkcjonalnego aspektu metakompetencji negocjacyjnych (TMOK),2018,Studia Oeconomica Posnaniensia
143,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.2478/plc-2018-0014,Efficiency of Executive Functions and Literacy Among Children With Specific Language Impairment,2018-09-01,Psychology of Language and Communication
144,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.20883/jms.2017.212,The influence of alendronate therapy on the quality of life in postmenopausal women with reduced bone mineral density,2018-03,Journal of Medical Science
145,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.12740/pp/onlinefirst/65750,Level of personality integration in psychopathy,2018-02,Psychiatria Polska
146,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.1016/j.apacoust.2017.08.003,The influence of audio-visual interactions on the annoyance ratings for wind turbines,2018-01,Applied Acoustics
147,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.1080/87565641.2017.1417412,Correspondence and cluster analysis of free-drawn clocks in a group of children and adolescents with neurological and psychiatric diseases,2017,Developmental Neuropsychology
148,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.14656/pfp20170107,Skala Spontaniczność-Reaktywność (S-RS): konstrukcja i właściwości psychometryczne,2017,Polskie Forum Psychologiczne
149,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Skala Spontanicznósć-Reaktywnósć (S-RS): podstawowe założenia i badania,2017,Polskie Forum Psychologiczne
150,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.14691/cppj.23.1.97,Student wobec oczekiwań dorosłości,2017,Czasopismo Psychologiczne
151,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Student wobec oczekiwań dorosłósci,2017,Czasopismo Psychologiczne
152,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,https://doi.org/10.1515/ppb-2017-0058,"Shortening of psychological tests – assumptions, methods and doubts",2017-01,Polish Psychological Bulletin
153,MICHAŁ KOSAKOWSKI,https://orcid.org/0000-0002-7016-5914,https://doi.org/10.1080/17439760.2021.1885054,Give and take: The role of reciprocity in capitalization,2021,Journal of Positive Psychology
154,MICHAŁ KOSAKOWSKI,https://orcid.org/0000-0002-7016-5914,https://doi.org/10.1007/s10902-020-00218-8,Gratitude Texting Touches the Heart: Challenge/Threat Cardiovascular Responses to Gratitude Expression Predict Self-initiation of Gratitude Interventions in Daily Life,2021,Journal of Happiness Studies
155,MICHAŁ KOSAKOWSKI,https://orcid.org/0000-0002-7016-5914,https://doi.org/10.1007/s10902-021-00389-y,"Positive Emotions Boost Enthusiastic Responsiveness to Capitalization Attempts. Dissecting Self-Report, Physiology, and Behavior",2021,Journal of Happiness Studies
156,MICHAŁ KOSAKOWSKI,https://orcid.org/0000-0002-7016-5914,https://doi.org/10.1016/j.psychsport.2019.101584,Social challenge and threat predict performance and cardiovascular responses during competitive video gaming,2020-01,Psychology of Sport and Exercise
157,MICHAŁ KOSAKOWSKI,https://orcid.org/0000-0002-7016-5914,https://doi.org/10.1016/j.ijpsycho.2019.01.008,High-approach and low-approach positive affect influence physiological responses to threat and anger,2019,International Journal of Psychophysiology
158,MICHAŁ KOSAKOWSKI,https://orcid.org/0000-0002-7016-5914,https://doi.org/10.1007/s12144-019-00264-3,Splitting the affective atom: Divergence of valence and approach-avoidance motivation during a dynamic emotional experience,2019,Current Psychology
159,MICHAŁ KOSAKOWSKI,https://orcid.org/0000-0002-7016-5914,https://doi.org/10.1111/psyp.13318,Effects of emotions on heart rate asymmetry,2019-04,Psychophysiology
160,Marek Kowalczyk,https://orcid.org/0000-0002-5735-4585,https://doi.org/10.1080/1612197x.2020.1766538,Mind-wandering during long-distance running and mood change. The role of working memory capacity and temporal orientation of thoughts,2020-05-22,International Journal of Sport and Exercise Psychology
161,Marek Kowalczyk,https://orcid.org/0000-0002-5735-4585,empty,"Mind wandering, activity, and current concerns among adults of different ages. A study using the Task-Unrelated Thoughts Questionnaire",2019,Przegląd Psychologiczny/Review of Psychology
162,Marek Kowalczyk,https://orcid.org/0000-0002-5735-4585,https://doi.org/10.1080/09658211.2016.1219750,Impaired memory for material related to a problem solved prior to encoding: suppression at learning or interference at recall?,2017-07-03,Memory
163,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1016/j.cortex.2021.03.022,"Manual praxis and language-production networks, and their links to handedness",2021-07,Cortex
164,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.5604/01.3001.0013.9738,Praxis and language organization in left-handers,2020,Acta Neuropsychologica
165,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1098/rsos.201131,The behavioural challenge of the COVID-19 pandemic: indirect measurements and personalized attitude changing treatments (IMPACT),2020-08,Royal Society Open Science
166,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.3389/fpsyg.2020.01930,Mental Shopping Calculations: A Transcranial Magnetic Stimulation Study,2020-08-04,Frontiers in Psychology
167,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.5114/hpr.2020.92718,Functional lateralization of tool-sound and action-word processing in a bilingual brain,2020-01-31,Health Psychology Report
168,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.3389/fpsyg.2019.00930,"Editorial: Manual skills, handedness, and the organization of language in the brain",2019,Frontiers in Psychology
169,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1016/j.mex.2019.06.003,Manual Grasparatus: A nifty tool for presenting real objects in fMRI research,2019,MethodsX
170,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1016/j.neuroimage.2019.03.043,The neural underpinnings of haptically guided functional grasping of tools: An fMRI study,2019,NeuroImage
171,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.21307/ane-2019-036,When is the brain ready for mental actions? Readiness potential for mental calculations,2019,Acta Neurobiologiae Experimentalis
172,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1016/j.cortex.2018.10.010,The temporal involvement of the left supramarginal gyrus in planning functional grasps: A neuronavigated TMS study.,2018-10,"Cortex, a journal devoted to the study of the nervous system and behavior"
173,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1017/s1355617718000590,Decoding Brain States for Planning Functional Grasps of Tools: A Functional Magnetic Resonance Imaging Multivoxel Pattern Analysis Study.,2018-09,Journal of the International Neuropsychological Society : JINS
174,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1016/j.neuropsychologia.2017.04.019,Numbers and functional lateralization: A visual half-field and dichotic listening study in proficient bilinguals,2017,Neuropsychologia
175,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.1017/s1355617716001120,Planning Functional Grasps of Simple Tools Invokes the Hand-independent Praxis Representation Network: An fMRI Study,2017,Journal of the International Neuropsychological Society
176,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.3389/fnins.2017.00525,Unique Neural Characteristics of Atypical Lateralization of Language in Healthy Individuals.,2017,Frontiers in neuroscience
177,Grzegorz Króliczak,https://orcid.org/0000-0001-6121-0536,https://doi.org/10.23736/s0022-4707.17.07556-9,Evaluation of the effectiveness of a transfer (interhemispheric) training program in the early stages of fencing training.,2017-07,The Journal of sports medicine and physical fitness
178,Agnieszka Ewa Łyś,https://orcid.org/0000-0001-8346-1862,https://doi.org/10.1007/s11211-021-00373-0,Beliefs on Sexual Violence in the Context of System Justification Theory: The Role of Hostile Sexism and Beliefs in Biological Origins of Gender Differences,2021-07-21,Social Justice Research
179,Natalia Nowaczyk,https://orcid.org/0000-0002-2373-0386,https://doi.org/10.5603/pjnns.a2018.0001,Spatial distribution of white matter degenerative lesions and cognitive dysfunction in relapsing-remitting multiple sclerosis patients,2019,Neurologia i Neurochirurgia Polska
180,Natalia Nowaczyk,https://orcid.org/0000-0002-2373-0386,https://doi.org/10.5604/01.3001.0012.6015,Effects of neuropsychological therapy in a school-aged child with autoimmune drug-resistant epilepsy: A case study,2018,Acta Neuropsychologica
181,Natalia Nowaczyk,https://orcid.org/0000-0002-2373-0386,https://doi.org/10.5604/01.3001.0011.7089,"The clinical image of memory, attention, and executive functions in a school-aged child with autoimmune epilepsy: A case study",2018,Acta Neuropsychologica
182,Natalia Nowaczyk,https://orcid.org/0000-0002-2373-0386,https://doi.org/10.1515/ppb-2017-0041,Resources evaluation in patients with multiple sclerosis: A moderation effect of time since diagnosis,2017,Polish Psychological Bulletin
183,Natalia Nowaczyk,https://orcid.org/0000-0002-2373-0386,empty,EVENT-RELATED POTENTIALS STUDIES OF PTSD AFTER INFECTION OF SARS-COV-2 AND NEUROCOVID-19,unrecovered,Acta Neuropsychologica
184,Natalia Nowaczyk,https://orcid.org/0000-0002-2373-0386,empty,Frontal and callosal white matter changes and their potential effects on neurocognitive functioning in alcohol addicts: A meta-analysis.,unrecovered,Acta Neuropsychologica
185,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.14746/cis.2021.51.1,Blisko czy na dystans? Psychologiczne aspekty relacji międzyludzkich,2021,Człowiek i Społeczeństwo
186,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.1037/drm0000167,Stress as a moderator of the relationship between alexithymia and dreaming: Research findings.,2021-06,Dreaming
187,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.14746/cis.2021.51.12,Gdy słowo dzieli. Mowa pogardy i nienawiści w relacjach między ludźmi,2021-03-15,Człowiek i Społeczeństwo
188,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.14746/cis.2020.49.1,Wprowadzenie,2020,Człowiek i Społeczeństwo
189,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.14746/cis.2020.50.9,Jakość komunikacji w związku a kompensująca rola aktywności w sieci,2020-12-15,Człowiek i Społeczeństwo
190,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.17951/j.2020.33.3.9-20,"Contempt Speech and Hate Speech: Characteristics, Determinants and Consequences",2020-10-31,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia"
191,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.17951/j.2020.33.3.221-233,Dream Experiences in Alexithymia,2020-10-31,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia"
192,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.14746/il.2018.42.1,Czy dwujęzyczność sprzyja kreatywności? Doniesienie z badań,2019,Investigationes Linguisticae
193,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,empty,"Zawiść versus uwielbienie, czyli bohaterowie i celebryci zwierciadłem emocji społecznych",2019,Fabrica Societatis
194,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.17951/j.2018.31.4.51-64,"Sisu – emocja kulturowa, schemat poznawczy czy słowo klucz do tożsamości Finów?",2019-04-26,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia"
195,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.19195/fs.19.2.172.189,"Zawiść versus uwielbienie, czyli bohaterowie i celebryci zwierciadłem emocji społecznych",2019-01-01,Fabrica Societatis
196,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,empty,Ciało w kulturze narcyzmu,2018,Studia Kulturoznawcze
197,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.14746/cis.2018.45.1,Oblicza współczesności: od problemów do zadań,2018,Człowiek i Społeczeństwo
198,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.5114/cipp.2018.80201,Verbal fluency and emotional expression in young women differing in their styles of coping with threatening stimuli,2018,Current Issues in Personality Psychology
199,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,empty,"Współczesne tabu językowe, czyli o czym nie mówią Polacy",2018,Człowiek i Społeczeństwo
200,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.1515/plc-2017-0003,Explainers as an indicator of defensive attitude to experienced anxiety in young women differing in their styles of coping with threatening stimuli,2017,Psychology of Language and Communication
201,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.17651/socjoling.31.7,"Język, płeć i władza. Analiza leksykalna przemówień programowych polskich premierów",2017,Socjolingwistyka
202,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,empty,"Język, płeć i władza. Analiza leksykalna przemówień programowych polskich premierów",2017,Socjolingwistyka
203,Monika Obrębska,https://orcid.org/0000-0003-0457-5402,https://doi.org/10.14691/cppj.23.1.167,Językowy obraz przyjaźni studentów polskich i ukraińskich,2017,Czasopismo Psychologiczne
204,Piotr Olesiński,https://orcid.org/0000-0002-3320-9092,empty,RELACJA INTYMNA OSÓB HOMOSEKSUALNYCH ORAZ TRUDNOŚCI W JEJ NAWIĄZYWANIU I UTRZYMANIU,unrecovered,
205,Piotr Olesiński,https://orcid.org/0000-0002-3320-9092,https://doi.org/10.4467/20843879pr.13.007.1180,Rozwojowe ujęcie Trójczynnikowej Teorii Miłości Sternberga – trójwarstwowa miłość,unrecovered,
206,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.1159/000516181,Dysfunctional coping mediates the relationship between stress and mental health in health care staff working amid COVID-19 pandemic,2021,Medical Principles and Practice
207,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.1007/s11414-021-09761-5,Mental Health Outcomes Associated with COVID-19 Pandemic in a Group of Health Care Professionals,2021,Journal of Behavioral Health Services & Research
208,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.3390/ijerph182312830,Mediating Role of Stress at Work in the Relationship of Alexithymia and PTSD among Emergency Call Operators,2021-12-05,International Journal of Environmental Research and Public Health
209,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.20883/medical.e515,Posttraumatic Stress Disorder symptoms in persons involved in road accidents and paramedics,2021-06-29,Journal of Medical Science
210,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.14746/cis.2021.51.4,Komercjalizacja tacierzyństwa. Relacja ojca z dzieckiem na tle działań marketingowych,2021-03-15,Człowiek i Społeczeństwo
211,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.17951/j.2020.33.3.83-104,Cultural Differences between Poland and the United States Found Through the Use of Hofstede’s Model – Brief Report,2020-10-31,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia"
212,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.1075/target.17123.kor,Investigating interpreters’ empathy: Are emotions in simultaneous interpreting contagious?,2019,Target-International Journal of Translation Studies
213,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.13075/mp.5893.00757,Specyficzne korelaty i ogólny mechanizm psychologiczny zespołu stresu pourazowego u ratowników medycznych,2019,Medycyna Pracy
214,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.1080/02560046.2019.1627471,The Representation of Models of Emotion in Damien Hirst's Works of Art,2019,Critical Arts-South-North Cultural and Media Studies
215,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.1155/2019/2069716,Psychosocial Predictors of Bruxism,2019-10-13,BioMed Research International
216,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.17951/j.2018.31.4.139-159,„Podróżą każda miłość jest”. Akceptacja metafor miłości przez kobiety w kontekście twórczości emocjonalnej – doniesienie wstępne,2019-04-26,"Annales Universitatis Mariae Curie-Skłodowska, sectio J – Paedagogia-Psychologia"
217,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.14746/se.2018.48.17,Deficyty emocjonalne młodych dorosłych wychowanków rodzin zastępczych,2018,Studia edukacyjne
218,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,Dla kogo Brand Hero? O wpływie bohatera marki dziecięcej na intencje zakupowe osób dorosłych,2018,Człowiek i Społeczeństwo
219,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,Habitual worry as a factor sustaining depressive symptoms in patients with rheumatoid arthritis,2018,Przegląd Psychologiczny
220,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,Konsumenckie e-rodzicielstwo czyli konsumencka aktywność e-rodziców w Internecie,2018,Marketing i Rynek
221,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.14746/cis.2018.45.1,Oblicza współczesności: od problemów do zadań,2018,Człowiek i Społeczeństwo
222,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.4467/25439561.np.18.037.9875,Pakiet zadań wymagających stosowania wiedzy o emocjach podstawowych-prezentacja narzędzia pomiarowego WE06,2018,Niepełnosprawność. Półrocznik naukowy
223,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,Poznawcza Reprezentacja choroby a funkcjonowanie osób z chorobą niedokrwienną serca,2018,"Acta Bio-Optica et Informatica Medica, Inżynieria Biomedyczna"
224,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.14746/se.2018.47.17,Wiedza na temat smutku u dzieci z różnym poziomem rozwoju intelektualnego,2018,Studia edukacyjne
225,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,„Podróżą każda miłość jest.” Akceptacja metafor miłości przez kobiety w kontekście twórczości emocjonalnej- doniesienie wstępne,2018,"Annales Universitatis Mariae Curie-Skłodowska. Sectio J, Paedagogia-Psychologia"
226,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.1515/ppb-2017-0019,Knowledge about the joy in children with mild intellectual disability,2017,Polish Psychological Bulletin
227,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,empty,Skuteczność działań marketingowych wykorzystujących seksualizację wizerunku dziewczynek w promowaniu produktów dla dzieci,2017,"Dziecko krzywdzone. Teoria, badania, praktyka."
228,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.12740/pp/118006,A shortened version of the Indirect Self-Destructiveness Scale ISDS-25,2021-10-31,Psychiatria Polska
229,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.31820/pt.29.2.5,Sense of identity and self-control: The Mediating Role of Goal Characteristics,2020,Psihologijske teme
230,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.4467/20843879pr.19.002.10593,Przywiązanie i kompetencje samoopiekuńcze w wyjaśnianiu pośredniej autodestrukcyjności,2019,Psychologia Rozwojowa
231,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.1177/0033294119850481,"Assessing Individual Variation in Action Identification: Translation, Validation, and Shortening of the Polish Behavior Identification Form (BIF)",2019-05-27,Psychological Reports
232,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.24425/119476,Psychometric properties and correlates of the Polish version of the Self-Control Scale (SCS),2018,Polish Psychological Bulletin
233,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.1016/j.paid.2018.01.049,Big-Five personality and aspects of the self-concept: Variable- and person-centered approaches,2018-06,Personality and Individual Differences
234,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.7366/1896180020174105,Problem adaptacyjnej wartości empatii w kontekście jej związków z poziomem organizacji osobowości,2017,Psychologia Społeczna
235,Aleksandra Pilarska,https://orcid.org/0000-0002-9507-8710,https://doi.org/10.1515/ppb-2017-0029,Effects of self-concept differentiation on sense of identity: The divided self revisited again,2017-06,Polish Psychological Bulletin
236,Robert Poklek,https://orcid.org/0000-0002-4727-8806,empty,Wykorzystanie monitoringu wizyjnego w zapobieganiu samobójstwom więźniów w kontekście odpowiedzialności funkcjonariuszy pełniących służbę na stanowisku „monitorowego”,2021-02,Ochrona i Bezpieczeństwo
237,Robert Poklek,https://orcid.org/0000-0002-4727-8806,https://doi.org/10.5604/01.3001.0014.3201,The Sense of Security of the Prison Service Officers,2020-07-22,Internal Security
238,Robert Poklek,https://orcid.org/0000-0002-4727-8806,https://doi.org/10.19195/2083-7763.10.17,Motywacja zawodowa funkcjonariuszy rozpoczynających pracę w więziennictwie,2020-05-11,Forum Socjologiczne
239,Robert Poklek,https://orcid.org/0000-0002-4727-8806,https://doi.org/10.24425/ppb.2019.130701,"Predicting the Role of Personality Traits, Organizational Factors, and Strategies for Coping with Stress in Job Satisfaction in Correctional Services",2019,Committee for Psychological Science PAS
240,Robert Poklek,https://orcid.org/0000-0002-4727-8806,https://doi.org/10.14746/se.2018.51.26,Grupowe oddziaływania penitencjarne na przykładzie programu dla skazanych młodocianych „Efekt motyla” ,2018,Studia Edukacyjne
241,Robert Poklek,https://orcid.org/0000-0002-4727-8806,empty,Rola jednostek penitencjarnych w rozwijaniu potencjału readaptacyjnego i reintegracyjnego skazanych,2018,Social Studies: Theory and Practice
242,Robert Poklek,https://orcid.org/0000-0002-4727-8806,https://doi.org/10.22432/pjsr.2017.14.04,Badania osobopoznawcze w penitencjarystyce,2017,RESOCJALIZACJA POLSKA / POLISH JOURNAL OF SOCIAL REHABILITATION
243,Łukasz Przybylski,https://orcid.org/0000-0002-1951-2159,https://doi.org/10.1016/j.erss.2019.101344,"Culture, conformity, and carbon? A multi-country analysis of heating and cooling practices in office buildings",2020,Energy Research and Social Science
244,Łukasz Przybylski,https://orcid.org/0000-0002-1951-2159,https://doi.org/10.1017/s1355617718000590,Decoding Brain States for Planning Functional Grasps of Tools: A Functional Magnetic Resonance Imaging Multivoxel Pattern Analysis Study,2018,Journal of the International Neuropsychological Society
245,Łukasz Przybylski,https://orcid.org/0000-0002-1951-2159,https://doi.org/10.1017/s1355617716001120,Planning Functional Grasps of Simple Tools Invokes the Hand-independent Praxis Representation Network: An fMRI Study,2017,Journal of the International Neuropsychological Society
246,Łukasz Przybylski,https://orcid.org/0000-0002-1951-2159,https://doi.org/10.3389/fnins.2017.00525,Unique neural characteristics of atypical lateralization of language in healthy individuals,2017,Frontiers in Neuroscience
247,Adam Putko,https://orcid.org/0000-0001-7770-0046,https://doi.org/10.1186/s40359-021-00524-7,"Attachment security, verbal ability, and inhibitory control in middle childhood",2021-02-04,BMC Psychology
248,Adam Putko,https://orcid.org/0000-0001-7770-0046,https://doi.org/10.4467/20843879pr.20.003.12000,Ekspozycja na fabularną prozę a spontaniczna versus jawna mentalizacja,2020,Psychologia Rozwojowa
249,Adam Putko,https://orcid.org/0000-0001-7770-0046,https://doi.org/10.24425/ppb.2019.129451,Visual perspective-taking: Are theory of mind and executive function involved?,2019-08-30,Polish Psychological Bulletin
250,Małgorzata Rękosiewicz,https://orcid.org/0000-0002-3950-0649,https://doi.org/10.14746/se.2020.57.19,Czy orientacje życiowe studentów mediują relację między sumiennością jako cechą osobowości a osiągnięciami akademickimi? ,2020,Studia Edukacyjne
251,Małgorzata Rękosiewicz,https://orcid.org/0000-0002-3950-0649,https://doi.org/10.1007/s12144-018-9880-0,Identity development in people with mild intellectual disability: A short-term longitudinal study,2020,Current Psychology
252,Małgorzata Rękosiewicz,https://orcid.org/0000-0002-3950-0649,https://doi.org/10.18290/rpsych.2018.21.4-2,The role of social participation in the formation of identity in young people with mild intellectual disability and in intellectual norm: A comparative study,2018,Roczniki Psychologiczne
253,Błażej Smykowski,https://orcid.org/0000-0001-7231-2159,https://doi.org/10.14746/cis.2021.51.2,Znaczenie intymności i zaangażowania interpersonalnego w regulacji dystansu w związkach miłosnych we wczesnej dorosłości,2021-03-15,Człowiek i Społeczeństwo
254,Błażej Smykowski,https://orcid.org/0000-0001-7231-2159,https://doi.org/10.24425/nauka.2019.126183,Aktualizacja potencjału człowieka jako kryterium pomyślności jego rozwoju,2019,Nauka
